INC0185725,My internet connection is very slow over WIFI from few days 
INC0185487,Unable to connect to Now-Corp Wifi
INC0185288,cannot connect to wifi at home
INC0184981,WiFi consistently disconnecting
INC0184914,Unable to connect to NOW-Corp wifi
INC0184713,guest laptop cant connect to guest wifi
INC0184341,Can't connect to wifi
INC0184140,Tech Lounge: Something is broken - Can't connect to wifi
INC0184100,I'm at the Jay St. building and not able to connect to the corp wifi. I'm in town all week for training and need wifi access.
INC0184023,URGENT! No internet connection available - while wifi is connected...?...
INC0183698,unable to connect to wifi
INC0183497,Tech Lounge: Something is broken - Can't connect to wifi on VM
INC0183121,Tech Lounge: Wifi keeps connecting to Now-Guest
INC0183036,AT&T Account (plan) for my wireless card perhaps expired? Unable to connect and get internet access via wifi card anymore
INC0182630,Unable to connect to NOW-Corp wifi
INC0182600,Can't connect to Wifi
INC0182528,My wifi disconnected around 9:00 AM and won't reconnect
INC0182429,Unable to connect to corp wifi
INC0181997,Not connected to the WIFI
INC0181114,Can't connect to WIFI in Cheapside office (Amsterdam)
INC0181113,Can't connect to WIFI in Cheapside office (amsterdam)
INC0181103,Can't connect to WIFI in Cheapside office (London)
INC0180868,Unable to connect to NOW-Corp wifi
INC0180570,Tech Lounge: Something is broken. lenovo laptop cannot connect wifi
INC0180254,Jabber - disconnect when you move from one wifi to another
INC0179959,issues with connecting to home wifi.
INC0179473,"connected to wifi, but no internet connection"
INC0178672,Internet Connection not working Wifi or Ethernet in Customer Support in SJC
INC0178660,I'm unable to log get wifi connection from my cube in San Diego building 1 floor 1
INC0178209,Cannot connect to wifi in santa clara
INC0177891,can't connect phone to wifi
INC0177886,can't connect test machine to wifi
INC0177867,Unable to connect to NOW-Corp wifi
INC0177865,can't connect to wifi
INC0177860,can't connect to wifif
INC0177857,Some users are unable to connecto to WiFi
INC0177744,Tech Lounge: Something is broken - Can't connect to Now-Corp wifi
INC0177404,unable to connect to wifi
INC0177355,can't connect to wifi
INC0177061,Jabber does not work when connected to NOW-Corp wifi in Santa Clara
INC0176773,"can't connect to wifi, need to change passwrod"
INC0176370,I am unable to connect to my Home wifi on my windows machine.
INC0176178,Connecting to office wifi
INC0175807,cant connect to wifi
INC0175753,"Tech Lounge: Something is broken - Can't connect to wifi, and outlook isn't working."
INC0175600,User locked out / can't connect to Wifi
INC0175296,"Mobile, connect to wifi"
INC0175098,Tech Lounge: Something is broken - Wifi keeps disconnecting from PC
INC0174915,can't connect to wifi
INC0174774,Wifi wont connect
INC0174709,Tech Lounge: Something is broken - Can't connect to wifi
INC0174184,Tech Lounge: Wifi connectivity
INC0173830,Wifi connection dropping off intermittently 
INC0172934,Frankfurt office : Lost Wifi connection when moving in between access points
INC0172411,Tech Lounge: Something is broken - Can't connect to wifi and getting keychain pop-ups.
INC0172369,Tech Lounge: Something is broken - Can't connect to wifi or VPN
INC0172278,Tech Lounge: Wifi is unable to connect
INC0172082,Mac Mini Presentation Machine - Cannot connect to Wifi
INC0172074,unable to connect to wifi
INC0172004,Wireless is not connecting to any Wifi
INC0171929,Unable to connect to Now-Corp Wifi
INC0171234,Unable to connect to NOW-Corp wifi
INC0170687,Unable to connect to Now-Corp Wifi
INC0170631,My Macbook is not able to connect to wifi NOW-Corp
INC0168606,wifi doesnt connect most of the time after coming in the office
INC0167769,Unable to connect to Now-Corp Wifi
INC0167139,Cannot connect to NOW-Corp Wifi. 
INC0166685,Tech Lounge: Wifi on laptop unable to connect or looses connection
INC0165912,Tech Lounge: Something is broken - Can't connect to Now-Corp wifi
INC0165772,Tech Lounge: Wifi slow or disconnects
INC0165380,Tech Lounge: Something is broken - Office meetings re-appear and wifi not staying connected
INC0165361,Tech Lounge: Something is broken - Can't connect to wifi on PC
INC0164999,Helped connecting to Regus wifi in Belgium 
INC0163836,Tech Lounge: Wont connect to wifi cause Time off.
INC0162947,Tech Lounge: Wifi NOW-Corp not connecting after upgrade to Sierra
INC0162565,SRE Mac Mini - Unable to connect to Wifi
INC0161432,Unable to connect to NOW-Corp Wifi
INC0161028,Wifi on NOW Corp - cant connect in London city office
INC0160993,Tech Lounge: Can't connect to wifi
INC0160452,cell phone - can't connect to wifi
INC0160348,"Wifi Card having issue , not able to connect . "
INC0160069,Connect onto wifi through bridge on virtualbox
INC0160052,can't connect to wifi
INC0159885,Can't connect to any wifi networks
INC0159584,Connecting personal devices/BYOD to Wifi
INC0159240,Check-in iPad will not connect to wifi
INC0159054,Tech Lounge: I have a request - Need to connect to wifi on phone
INC0158971,can't connect phone to wifi
INC0158688,Unable to connect to NOW-Corp wifi
INC0158264,Tech Lounge: Corp WIFI network not connecting 
INC0157607,Tech Lounge: Something is broken - Can't connect to Now-Corp wifi
INC0157344,Computer will not connect to wifi networks
INC0157209,Unable to connect to wifi - work and home
INC0157114,wifi outside cafe is very spotty - connection gets dropped all the time
INC0156765,Tech Lounge: Something is broken - Can't connect to wifi
INC0156740,Tech Lounge: Something is broken - Can't connect to wifi
INC0156670,My WIFI keeps dropping although the WIFI connection is stable...
INC0156590,Corp Wifi not connecting
INC0156443,Tech Lounge: I have a request - Unable to connect to wifi
INC0156380,Tech Lounge: Wifi is not able to connect to NOW-CORP
INC0155531,Laptop and Cell phone will not connect to In-Network WiFi
INC0155355,not able to connect servicenow corp wifi
INC0155284,connect to WIFI on phone
INC0155280,connect to WIFI on phone
INC0155241,Unable to connect to NOW-Corp wifi
INC0154480,Tech Lounge: Android Phone won't connect to Wifi
INC0153898,"Local Ethernet Connection not working. Wifi is cutting out very often today, and I cannot establish a local connection to the internet via ethernet cable. "
INC0153761,Tech Lounge: Cannot connect to Now Corp WiFi
INC0153148,Unable to connect to NOW-Corp Wifi
INC0153019,Unable to connect to NOW Corp wifi
INC0152820,Not Able to Connect with Guest Wifi
INC0152717,Tech Lounge: Wifi is not connecting
INC0152702,Tech Lounge: Laptop does not connect to NOW-CORP wifi (MAC)
INC0152700,Tech Lounge: Can't connect to NOW-CORP wifi (MAC)
INC0152696,Tech Lounge: NOW-CORP wifi is not connecting (MAC)
INC0152483,Can not connect to Now-Corp wifi
INC0152376,Unable to connect to corp wifi
INC0152335,Tech Lounge: Machine refuses to connect to Wifi.
INC0152302,Cannot connect to NOW-Corp WiFi -- or to printer
INC0152196,Wifi connects to NOW_Guest
INC0152058,Unable to connect to Now-Corp Wifi
INC0151947,unable to connect to NOW-CORP wifi
INC0151847,Unable to connect to NOW-Corp wifi
INC0151817,Tech Lounge: Something is broken - Wifi keeps disconnecting
INC0151778,Tech Lounge: I have a request - Can't connect to wifi on phone
INC0151549,Tech Lounge: Connected to wifi and cleaned up desk.
INC0151285,Tech Lounge: I have a request - Need help connecting to wifi
INC0151255,Tech Lounge: Something is broken - Can't connect to Now-Corp wifi
INC0151248,Tech Lounge: Something is broken - Unable to connect to Now-Corp wifi
INC0151171,Tech Lounge: Something is broken - Can't connect to Now-Corp wifi
INC0150910,Tech Lounge: Cannot connect to Now Corp WiFi
INC0150858,Tech Lounge: Something is broken - Can't connect to Now-Corp wifi
INC0150823,Tech Lounge: Wifi won't connect again.  Machine needs to be replaced.
INC0150822,Tech Lounge: Something is broken - Can't connect to Now-Corp wifi
INC0150791,Tech Lounge: Other - Not Specified - Can't connect to Now-Corp wifi
INC0150693,Tech Lounge: Can't connect to NOW-CORP wifi (MAC)
INC0150688,Unable to connect to WiFi
INC0150686,Unable to connect to Now-Corp WiFi
INC0150598,"Mac keeps trying to connect to WiFi network, even when WiFi turned off"
INC0150550,Tech Lounge: Something is broken - Can't connect to Now-Corp wifi
INC0150480,Tech Lounge: Something is broken - Unable to connect to Now-Corp wifi
INC0150346,WiFi is not connecting
INC0150331,Tech Lounge:Can't connect to NOW-CORP wifi (mac)
INC0150314,Tech Lounge: Can't connect to now-corp wifi
INC0150300,WiFi network is not connecting
INC0150119,Tech Lounge: Wifi connection
INC0149609,Front desk printer not connected to WiFi
INC0149431,Unable to connect to NOW-CORP WiFi network
INC0149373,Can not connect to Now-Corp or get any wifi
INC0149310,Tech Lounge: User cannot connect to Now-Corp WiFi
INC0149156,Unable to connect to Now-Corp Wifi
INC0149153,Can't connect to wifi
INC0149137,I am unable to connect NOW-Corp Wifi
INC0149029,Not able to connect to wifi
INC0148962,Not able to connect to wifi
INC0148945,Tech Lounge: Unable to connect to WiFi
INC0148912,"I am not able to connect to Wifi again, have to use the phone cable"
INC0148886,Unable to connect to NOW Corp wifi
INC0148875,Cannot connect to WiFi
INC0148868,Phone Queue - Unable to connect to wifi in office
INC0148855,"Unable to connect to ""NOW-CORP"" Wifi"
INC0148770,Self-Service App won't reconnect me to wifi
INC0148740,Unable to connect to Now-Corp Wifi
INC0148739,Unable to connect to Now-Corp Wifi
INC0148735,Unable to connect to Now-Corp Wifi
INC0148733,Unable to connect to Now-Corp Wifi
INC0148732,Unable to connect to Now-Corp Wifi
INC0148730,Can't connect to NOW-CORP wifi (MAC)
INC0148729,Unable to connect to Now-Corp Wifi
INC0148725,Unable to connect to Now-Corp Wifi
INC0148722,Unable to Connect to Wifi
INC0148721,Unable to connect to Now-Corp Wifi
INC0148720,Unable to connect to Wifi
INC0148719,Unable to connect to Now-Corp Wifi
INC0148699,Can't connect to NOW-CORP Wifi (Mac)
INC0148696,Can't connect to NOW-CORP wifi (Windows)
INC0148693,Unable to Connect to Now-Corp wifi
INC0148691,Can't connect to NOW-CORP wifi (Windows)
INC0148690,Can't connect to Now-Corp wifi (Windows)
INC0148686,Can't connect to NOW-CORP WIfi (Windows)
INC0148658,WIFI not connecting installed NowCorp PKG and rebooted.
INC0148630,Not able to connect to NOW-Corp wifi network
INC0148612,Unable to connect to NOW-Corp wifi from the San Diego office
INC0148596,Unable to connect to Corporate Wifi
INC0148457,Tech Lounge: Something is broken -  Can't log in to computer and wifi not connecting.
INC0148238,Tech Lounge: Something is broken - Can't connect to wifi
INC0148192,Can't connect to Corp Wifi to print on networked printer
INC0148172,Cannot Connect to Wifi NYC
INC0148029,Tech Lounge: iphone cant connect to wifi
INC0147932,Tech Lounge: I have a request - Wifi not connecting
INC0147881,not connecting to wifi
INC0147517,There is no data service currently available on my phone - only when connected to wifi.
INC0147496,Phone lost WiFi connection to Now-Corp
INC0147465,My Computer and Phone are not connecting to Servicenow-Corp Wifi
INC0147212,Message from SERVICE NOW INC (6504834233) Not able to connect with Corp Wifi
INC0147100,Tech Lounge: Cannot connect to WiFi
INC0146946,Tech Lounge: Can you help to connect my phone to the WIFI
INC0146915,Cannot connect to mobile wifi with Admin rights removed
INC0146445,Tech Lounge: Something is broken - Wifi not connecting
INC0146296,unable to connect to NOW-Corp Wifi
INC0146284,Tech Lounge: Can you help connecting to the wifi?
INC0146271,"Unable to connect to WIFI ""Now-Corp"""
INC0146104,Not able to connect with Guest Wifi
INC0146064,MBP not connecting to wifi
INC0146046,Tech Lounge: I have a request - Unable to connect to Wifi
INC0145764,Tech Lounge: Something is broken - Wifi isn't connecting
INC0145588,WiFi will not stay connected to Now-Corp
INC0145561,Cannot connect to WiFi
INC0145498,Tech Lounge: Something is broken - Can't connect to wifi
INC0145490,won't connect to wifi
INC0145476,Corp Wifi is not connecting in Mac
INC0145381,Tech Lounge: I have a request - Unable to connect to wifi
INC0145255,unable to connect wifi and lan
INC0145004,Tech Lounge: I have a request - Wifi having issues connecting
INC0144965,Tech Lounge: Something is broken - Unable to connect to wifi
INC0144634,Tech Lounge: I have a request - Can't connect to wifi
INC0144109,Can't connect to WIFI
INC0143064,"No other WIFI is getting connected in my laptop except Now-corp, Now-Guest"
INC0142903,Cannot connect to Wifi
INC0142822,Can not connect to Wifi
INC0142671,The Team display TV MSJCIT1002436  is not connected to WIFI
INC0142609,Tech Lounge: Something is broken - Can't connect to wifi
INC0142554,Can not connect to Wifi
INC0142537,Can not connecto to the Wifi
INC0142498,Can not connect to Home wifi
INC0142456,connect phone to wifi
INC0142345,My Macbook pro was updated by IT and now once it goes into sleep mode I can no longer connect via wifi to anything when it wakes back up
INC0142066,can't connect to WIFI while traveling outside USA
INC0141986,Tech Lounge: can't connect to wifi
INC0141616,Tech Lounge: Cannot connect to Now-Corp WiFi
INC0140915,i am not getting wifi and LAN connectinos properly
INC0140560,Wifi not connecting
INC0140494,Tech Lounge: how do i connect to wifi with my phone?
INC0140472,Cannot connect to NOW-Corp WiFi
INC0140123,"Can not connect to wifi, webex or email"
INC0139450,Tech Lounge: WiFi Adapter Disconnected
INC0138711,Tech Lounge: Cannot connect to Now-Corp WiFi
INC0138692,Tech Lounge: Cannot connect to WiFi
INC0138518,Tech Lounge: Can't connect to WIFI after upgrade to OSX 10.11
INC0138274,Can not connect to the Wifi
INC0138095,Wifi not connecting to NOW Corp.
INC0137993,Tech Lounge: Connect to Wifi after El Cap update and install Office 2016
INC0137596,Tech Lounge: cant connect to wifi
INC0137033,I can't connect to the now-corp wifi network in the ny office & my mobile device is not receiving new emails.
INC0136937,Unable to connect to WiFi
INC0136855,Unable to connect to NOW-Corp wifi
INC0136714,Wifi network does not connect
INC0136649,problems connecting to WIFI
INC0136163,Tech Lounge: WiFi connection unreliable in Training Room 3
INC0135403,Now-Corp Wifi Can't Connect
INC0135075,"After the password change my wifi is not reconnecting and in OKTA login I can see ""Account Locked"" message"
INC0133898,Tech Lounge: Unable to connect to WiFi/Email
INC0133619,unable to connect to wifi
INC0133533,My wifi doesnot connect when I move in the floor
INC0132930,Tech Lounge: Something is broken - Unable to connect to wifi
INC0132745,Unable to reconnect to Wifi after closing/opening MBA
INC0132580,Tech Lounge: Something is broken - Wifi not working and can't connect to external display
INC0132547,Cannot Connect to Wifi
INC0132514,Tech Lounge: Something is broken - Can't connect to Now-Corp wifi
INC0132136,Cant connect to wifi on phone
INC0131770,Tech Lounge: Reconnect to Now-Corp WiFi
INC0130922,Here at Knowledge16 I cannot connect to internet outside of WIFI hotspots
INC0130888,Tech Lounge: No WiFi connection on Mobile Phone
INC0129899,Cannot connect to hotel Wifi
INC0129897,Can't connect to now corp wifi
INC0129842,Connect to WiFI from Mobile
INC0129775,Tech Lounge: Something is broken - Trouble connecting to wifi
INC0129745,Tech Lounge: Something is broken - Unable to connect to wifi
INC0129059,Tech Lounge: Something is broken - Unable to connect to wifi
INC0129042,Tech Lounge: Something is broken - Unable to connect to wifi
INC0129023,Our TV's Mac wont connect to the corporate wifi network.
INC0128994,Tech Lounge: Something is broken - Unable to connect to wifi
INC0128973,The iPhone doesn't connect to the office Wifi anymore
INC0128619,Tech Lounge: Something is broken - Unable to connect to NOW-Corp wifi.
INC0128536,Tech Lounge: I have a request - Can't connect to wifi and can't log in to Surf.
INC0128499,Could not connect to wifi
INC0128229,Wifi not auto-connecting correctly
INC0128161,I am not able to connect to my Home Wifi. 
INC0127914,Unable to connect to Corp Wifi
INC0127639,Wifi not reconnecting automatically
INC0127539,mobile phone wifi connectivity
INC0127482,Unable to connect to Now Mobile wifi network on the phone
INC0127135,Cannot connect to WiFi
INC0126893,unable to connect to now-corp wifi
INC0126817,User getting disconnected from Wifi and Network
INC0126644,Tech Lounge: Mobile device can't connect to WiFi 
INC0126641,Tech Lounge: No WiFi connection on laptop
INC0126611,unable to connect to NOW-CORP wifi and ad password sync issue.
INC0126333,My Wifi keep sdropping and I can not connect to Now-Corp
INC0126237,Users Wifi would not connect.
INC0123888,cannot connect to wifi
INC0123354,can't connect to corp wifi
INC0122290,cant connect to wifi
INC0121957,"WiFi will not connect. Finder freezes, does not show update info when file is renamed."
INC0121348,Cannot connect to wifi 
INC0121320,Wifi would not connect
INC0120841,Cant connect to wifi
INC0120464,Unable to connect to WIFI after restarting laptop
INC0120169,Tech Lounge: I have a request - Can't connect to wifi
INC0120144,Tech Lounge: I have a request - Can't connect to wifi.
INC0120044,User cant connect to Now-Corp Wifi
INC0119935,"When laptop connects to home wifi, it crashes the AV and his router"
INC0119922,Tech Lounge: Something is broken - Need help connecting to wifi on phone
INC0119647,Tech Lounge: Unable to connect to Now-Corp WiFi
INC0119545,Wifi not connecting
INC0119207,Tech Lounge: I have a request - Wifi not connecting/disconnecting
INC0119202,Will not connect to Wifi
INC0119195,Tech Lounge: Unable to connect to WiFi
INC0119111,Tech Lounge: Cannot connect to WiFi
INC0118662,Mac Keychain issues and now connecting to Corp wifi
INC0118654,user cant connect to wifi
INC0118565,Tech Lounge: Something is broken - Unable to connect to wifi
INC0118416,NOW-Guest WiFi disconnect periodically
INC0118396,Tech Lounge: Assistance with connecting to WiFi
INC0117713,Tech Lounge: I have a request - Unable to connect to wifi.
INC0117014,Cannot connect to WiFi
INC0116441,"Tech Lounge: Something is broken - Wifi isn't auto connecting, Docusign issue, and Hi locked."
INC0116277,Tech Lounge: Something is broken - Can't connect to wifi
INC0116275,need to connect to wifi on mobile
INC0115740,Tech Lounge: Something is broken - Wifi isn't auto connecting to NOW-Corp
INC0115436,I am unable to connect to NowCorp wifi on my phone
INC0115368,Tech Lounge: Something is broken - Wifi isn't connecting and need updates
INC0115073,Tech Lounge: I have a request - Unable to connect to wifi
INC0114973,"Wifi re-connect in Frankfurt Office still not working, part 3"
INC0114846,Tech Lounge: I have a request - Wifi not connecting
INC0114804,Unable to connect to wifi
INC0114095,Connect to wifi on phone
INC0113505,Can not connect to wifi
INC0113415,Tech Lounge: I have a request - Can't connect to wifi at home
INC0113409,Tech Lounge: I have a request - Can't connect to NOW-Corp wifi
INC0113362,Tech Lounge: I have a request - Can't connect to wifi to change password
INC0113345,Wifi would not connect to CORP network while in office
INC0113319,"Wifi re-connect in Frankfurt Office still not working, part 2"
INC0112786,Unable to connect to NOW-Corp wifi
INC0112595,Tech Lounge: Cannot Connect to WiFi
INC0112557,Corp Wifi is not connected
INC0112556,Corp Wifi is not connected
INC0112345,Ryan was having issues with Wifi dropping and not holding connection
INC0112194,London Cheapside : can't connect to WIFI
INC0112169,Wifi re-connect in Frankfurt Office still not working
INC0111972, WiFi in Building 2 connecting 
INC0111909,The Wifi in the SRE room keeps disconnecting us.
INC0111880,Wifi was connected but not connecting to internet.
INC0111878,Address Resolution issue while connected to the WIFI
INC0111373,Phone Queue - Wifi not connecting
INC0111327,I can't connect to wifi; any connect is not working; setup webex 2.0 & installed
INC0111326,I can't connect to wifi and can't login to oneNote & I can't login to office 365
INC0111121,Connect to Wifi
INC0111111,unable to print and unable to connect to Now Corp wifi
INC0110804,Tech Lounge: User is having issues connecting to wifi
INC0110759,Phone Queue - Keychain Pop-ups and wifi can't connect
INC0110703,Tech Lounge: Something is broken - Outlook disappeared and wifi isn't connecting
INC0110355,TL: ipad not connect to wifi
INC0109954,wifi keep disconnecting.
INC0109895,Tech Lounge: Something is broken - Unable to connect to wifi
INC0109639,WiFi connectivity issues
INC0109487,Can't connect to the now-corp wifi
INC0109357,Tech Lounge: WiFi Connection
INC0109356,Tech Lounge: WiFi Connections
INC0109303,Wifi connection issues
INC0109134,Cant auto connect to wifi
INC0108964,not connecting to wifi
INC0108791,Can't connect to Wifi or print
INC0108756,Tech Lounge: Something is broken - Wifi not connecting
INC0108665,WiFi connection not working in Frankfurt Office
INC0108584,Wifi is not staying connected in A2
INC0108305,Tech Lounge: I have a request - Wifi keeps disconnecting
INC0108022,WiFi connectivity is slow.
INC0107613,Wifi would not connect
INC0107111,Unable to connect to NOW-Corp wifi
INC0107068,Will not connect to WiFi and account locked out
INC0106974,Wifi will not connect and SSO fails
INC0106796,Tech Lounge: Something is broken - Unable to connect to wifi
INC0106705,Tech Lounge: I have a request - Need to connect to wifi on phone
INC0106644,Unable to connect to the now Corp WIFI
INC0106355,can't connect to jabber and wifi
INC0105601,WiFi will not connect 
INC0105538,Unable to connect to WiFi
INC0105369,Tech Lounge: Something is broken - Unable to connect to wifi
INC0105354,WiFi drops when closing lid or moving locations. Does not connect automatically
INC0105181,Can you help me setup my email on my new iPhone and connect to the wifi network?
INC0104974,difficulty logging into MacBook Air when the lid is closed and wifi connection
INC0104741,Can't connect to the now-corp wifi network.
INC0104680,No WIFI connection for a brief moment
INC0104387,My MacBook continues to struggle to maintain a WIFI connection within the office
INC0104227,Tech Lounge: Something is broken - Can't connect to wifi
INC0103663,No WiFi connection in Office when ScreenSaver is activated
INC0103106,wifi keeps connecting to now-guest
INC0102672,no internet connection via WIFI :(
INC0102574,Wifi connection issues
INC0102471,Tech Lounge: I have a request - Unable to connect to NOW-Corp wifi
INC0101821,Tech Lounge: I have a request - Unable to connect to wifi
INC0101779,no wifi connectivity in TLV office
INC0101775,no wifi connectivity in TLV office
INC0101595,Unable to fetch an IP address when connected to NOW-CORP WiFi 
INC0101344,Tech Lounge: Other - Not Specified - Wifi keeps disconnecting
INC0101322,Tech Lounge: Something is broken - Wifi keeps disconnecting
INC0101111,Now Corp wifi keeps on disconnecting
INC0100943,Tech Lounge: Something is broken - Wifi keeps disconnecting
INC0100604,Unable to connect to Now-Corp WiFi
INC0100469,Tech Lounge: Something is broken - Unable to connect to NOW-Corp wifi
INC0100158,WiFi disconnection recurring
INC0100131,Tech Lounge: Something is broken - can't connect to wifi
INC0099945,Tech Lounge: Something is broken - Unable to connect to NOW-Corp wifi
INC0099754,Tech Lounge: Something is broken - Wifi keeps disconnecting
INC0099751,Cannot connect to NOW-Corp wifi
INC0099588,My Laptop cannot connect to NOW-Corp wifi in the Melbourne Office
INC0099553,Tech Lounge: Something is broken - Wifi keeps disconnecting
INC0099522,Tech Lounge: Something is broken - Unable to connect to wifi in conference room
INC0097953,cannot connect to wifi. recently changed password
INC0097560,Tech Lounge: Other - Not Specified - Now-Corp wifi keeps disconnecting
INC0097504,Kirkland office internittent wifi connectivity issues
INC0097080,Unable to Connect to NOWCorp wifi
INC0096560,Tech Lounge: I have a request - Can't connect to wifi
INC0095876,Unable to connect to NOW-Corp wifi
INC0095570,Tech Lounge: Something is broken - Wifi still disconnecting
INC0095211,User unable to connect to wifi
INC0094994,Laptop not Connecting to the Wifi Re-imaged and wifi profile installed
INC0094928,Unable to Connect to NOW-Corp WIFI
INC0094851,Wifi Not Auto Connecting After Password Change
INC0094531,Unable to Connect to NOW-Corp WIFI
INC0094411,Tech Lounge: Wifi not connecting
INC0093805,Tech Lounge: Something is broken - Can't connect to wifi
INC0093744,Tech Lounge: Something is broken - Wifi auto connects to NOW-Guest
INC0093730,Can't connect to the Wifi
INC0093682,WiFi connectivity keeps dropping. 
INC0093249,Cannot connect to now corp wifi
